ID;Autor (Ano);DOI;País;Revista;Tipo de estudo;Cultura;Cultura Adj;Bioinsumo;Categoria;Origem;Microrganismo/Ingrediente ativo;Tratamento;Classe;Objetivo;Delineamento;Nº repetições;Forma de aplicação;Dose;Época de aplicação;Condições edafoclimáticas;Tipo de solo;Germinacao (%);Estande inicial (plantas m⁻²);Estande final (plantas m⁻²);Altura de planta (cm);Diâmetro do caule (mm);Comprimento de raiz (cm);Volume radicular (cm³);Área radicular (cm²);Massa fresca da parte aérea (g planta⁻¹);Massa seca da parte aérea (g planta⁻¹);Massa fresca de raízes (g planta⁻¹);Massa seca de raízes (g planta⁻¹);Massa seca total (g planta⁻¹);Área foliar (cm² planta⁻¹);Índice de área foliar (IAF);Número de folhas (planta⁻¹);Número de perfilhos (planta⁻¹);Número de panículas (planta⁻¹);Número de vagens (planta⁻¹);Número de grãos por panícula;Número de grãos por vagem;Peso de 100 grãos (g);Peso de 1.000 grãos (g);Massa de grãos por planta (g planta⁻¹);Produtividade (kg ha⁻¹);Incremento de produtividade (%);Clorofila (SPAD);Fotossíntese líquida (μmol CO₂ m⁻² s⁻¹);Transpiração (mmol H₂O m⁻² s⁻¹);Condutância estomática (mol H₂O m⁻² s⁻¹);Eficiência do uso da água;Nitrogênio foliar (g kg⁻¹);Fósforo foliar (g kg⁻¹);Potássio foliar (g kg⁻¹);Acúmulo de nutrientes (kg ha⁻¹);Incidência de doença (%);Severidade de doença (%);Controle de doença (%);População de pragas;Controle de pragas (%);Biomassa microbiana (mg C kg⁻¹ solo);Respiração basal (mg C-CO₂ kg⁻¹ dia⁻¹);Atividade enzimática (μg pNP g⁻¹ h⁻¹);Colonização micorrízica (%);pH do solo;Matéria orgânica (g dm⁻³);Carbono orgânico (g kg⁻¹);Densidade do solo (g cm⁻³);Porosidade total (%);Umidade do solo (%);Redução de fertilizantes (%);Redução de pesticidas (%);Emissões de GEE (t CO₂ eq ha⁻¹);Sequestro de carbono (Mg C ha⁻¹);Saúde do solo;Eficiência nutricional;Impacto ambiental;Principais resultados;Limitações;Financiamento;Conflito de interesses;Risco de viés (JBI);Observações;Revisor
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100059;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_EA_2.5;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;2.5 mg/mL;;;;75,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100060;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_EA_5.0;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;5.0 mg/mL;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100061;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_AQ_0.5;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;0.5 mg/mL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100062;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_AQ_1.25;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;1.25 mg/mL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100063;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_AQ_2.5;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;2.5 mg/mL;;;;87,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100064;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_AQ_5.0;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;5.0 mg/mL;;;;83,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100065;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_ME_0.5;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;0.5 mg/mL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100066;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_ME_1.25;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;1.25 mg/mL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100067;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_ME_2.5;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;2.5 mg/mL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100068;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_ME_5.0;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;5.0 mg/mL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100069;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Snow Power 45% WP;Controle positivo;Controle;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;Incorporado ao meio PDA;Dose recomendada;;;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100070;Tanzânia;Journal of Natural Pesticide Research;In vitro;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Sem tratamento;Controle negativo;Controle;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DIC;4;PDA sem extrato;-;;;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100071;Tanzânia;Journal of Natural Pesticide Research;Campo;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_AQ_2.5;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DBC;3;Tratamento de sementes (imersão por 6 h);2.5 mg/mL;TS;;;87,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100072;Tanzânia;Journal of Natural Pesticide Research;Campo;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_AQ_5.0;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DBC;3;Tratamento de sementes (imersão por 6 h);5.0 mg/mL;TS;;;83,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100073;Tanzânia;Journal of Natural Pesticide Research;Campo;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_AQ_10.0;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DBC;3;Tratamento de sementes (imersão por 6 h);10.0 mg/mL;TS;;;84,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100074;Tanzânia;Journal of Natural Pesticide Research;Campo;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_EA_1.25;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DBC;3;Tratamento de sementes (imersão por 6 h);1.25 mg/mL;TS;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100075;Tanzânia;Journal of Natural Pesticide Research;Campo;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_EA_2.5;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DBC;3;Tratamento de sementes (imersão por 6 h);2.5 mg/mL;TS;;;75,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100076;Tanzânia;Journal of Natural Pesticide Research;Campo;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Extrato de Leonotis nepetifolia;LN_EA_5.0;Extratos vegetais;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DBC;3;Tratamento de sementes (imersão por 6 h);5.0 mg/mL;TS;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100077;Tanzânia;Journal of Natural Pesticide Research;Campo;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Snow Power 45% WP;Controle positivo;Controle;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DBC;3;Tratamento de sementes;Dose recomendada;TS;;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
4;Christopher et al. (2023);https://doi.org/10.1016/j.napere.2023.100078;Tanzânia;Journal of Natural Pesticide Research;Campo;Feijão comum (Phaseolus vulgaris);Feijão;Extratos vegetais de Leonotis nepetifolia;Biofungicida botânico;Vegetal;Água destilada;Controle negativo;Controle;Avaliar a atividade antifúngica de extratos de Leonotis nepetifolia contra Colletotrichum spp. causador da antracnose do feijoeiro e caracterizar os compostos por LC-MS.;DBC;3;Tratamento de sementes;-;TS;;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
5;Teixeira et al. (2021);https://doi.org/10.1038/s41598-021-90487-x;Brasil;Scientific Reports;Experimento em laboratório;Arroz (Oryza sativa) cv. BRS Querência;Arroz;Extrato aquoso de cenoura;Bioestimulante;Vegetal;Extrato aquoso de raízes de Daucus carota;Controle negativo;Controle;Avaliar o efeito do condicionamento de sementes com extrato aquoso de cenoura na tolerância ao frio durante a germinação de sementes de arroz.;DIC em esquema fatorial (2 cultivares × 5 tratamentos), 4 repetições;4;Condicionamento (priming) de sementes por embebição;0%;Antes da germinação (24 h de embebição a 15 °C);;;;;;;;;;;;0,00285;;0,00245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;Wilhan
5;Teixeira et al. (2021);https://doi.org/10.1038/s41598-021-90487-x;Brasil;Scientific Reports;Experimento em laboratório;Arroz (Oryza sativa) cv. BRS Querência;Arroz;Extrato aquoso de cenoura;Bioestimulante;Vegetal;Extrato aquoso de raízes de Daucus carota;Extrato de cenoura 25%;Derivados biológicos/orgânicos;Avaliar o efeito do condicionamento de sementes com extrato aquoso de cenoura na tolerância ao frio durante a germinação de sementes de arroz.;DIC em esquema fatorial (2 cultivares × 5 tratamentos), 4 repetições;4;Condicionamento (priming) de sementes por embebição;25%;Antes da germinação (24 h de embebição a 15 °C);;;;;;;;;;;;0,0014;;0,0009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wilhan
